age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,pdays_contacted,y
35,admin.,single,basic.4y,unknown,no,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
32,technician,single,professional.course,no,no,yes,telephone,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.968,0,0
38,admin.,married,high.school,no,yes,no,cellular,may,fri,4,-1,0,nonexistent,92.893,-46.2,1.313,0,0
47,services,divorced,high.school,no,yes,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.859,0,0
48,technician,married,professional.course,no,yes,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.855,0,0
42,housemaid,single,basic.4y,no,no,no,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.967,0,0
43,technician,married,professional.course,no,no,no,cellular,aug,wed,2,-1,0,nonexistent,93.444,-36.1,4.964,0,0
23,admin.,single,university.degree,no,yes,no,cellular,mar,thu,1,-1,0,nonexistent,92.843,-50.0,1.757,0,0
48,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.96,0,0
30,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,tue,7,-1,0,nonexistent,93.994,-36.4,4.857,0,0
38,technician,married,professional.course,no,no,no,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
35,blue-collar,single,professional.course,no,no,no,cellular,jun,mon,1,-1,0,nonexistent,92.963,-40.8,1.266,0,0
43,admin.,married,high.school,no,yes,no,cellular,may,fri,1,-1,1,failure,92.893,-46.2,1.25,0,0
46,services,married,high.school,no,yes,no,cellular,may,thu,1,-1,1,failure,92.893,-46.2,1.266,0,0
30,admin.,divorced,university.degree,no,yes,no,cellular,may,fri,4,-1,1,failure,92.893,-46.2,1.25,0,1
36,admin.,married,high.school,no,yes,no,telephone,may,tue,5,-1,0,nonexistent,93.994,-36.4,4.856,0,0
28,services,single,high.school,no,no,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
21,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,6,-1,0,nonexistent,93.918,-42.7,4.963,0,1
33,admin.,married,university.degree,no,no,no,cellular,aug,thu,1,-1,0,nonexistent,94.027,-38.3,0.899,0,1
26,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
33,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,2,-1,0,nonexistent,93.075,-47.1,1.405,0,0
31,admin.,married,university.degree,no,yes,no,telephone,may,thu,4,-1,0,nonexistent,93.994,-36.4,4.86,0,0
34,blue-collar,married,high.school,no,yes,no,telephone,may,fri,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
41,services,married,high.school,unknown,yes,no,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.864,0,0
30,unemployed,married,professional.course,no,yes,yes,cellular,jun,tue,1,-1,0,nonexistent,92.963,-40.8,1.262,0,0
37,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.96,0,0
38,admin.,married,high.school,no,yes,no,telephone,jun,fri,2,-1,0,nonexistent,94.465,-41.8,4.959,0,0
53,services,married,high.school,unknown,no,no,telephone,jun,tue,8,-1,0,nonexistent,94.465,-41.8,4.864,0,0
31,admin.,single,university.degree,no,yes,yes,cellular,jul,fri,1,-1,0,nonexistent,93.918,-42.7,4.957,0,0
31,services,married,high.school,unknown,yes,no,telephone,jun,thu,12,-1,0,nonexistent,94.465,-41.8,4.866,0,0
56,services,married,high.school,unknown,yes,no,cellular,may,fri,1,-1,0,nonexistent,92.893,-46.2,1.25,0,0
23,student,single,basic.9y,no,yes,no,cellular,dec,tue,2,-1,0,nonexistent,92.713,-33.0,0.708,0,1
41,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.866,0,0
43,services,married,basic.6y,no,yes,no,cellular,nov,fri,1,-1,0,nonexistent,93.2,-42.0,4.021,0,0
31,technician,married,high.school,no,yes,no,telephone,may,wed,4,-1,0,nonexistent,93.994,-36.4,4.858,0,0
51,services,single,high.school,unknown,no,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
57,management,married,university.degree,no,no,no,cellular,sep,fri,2,6,2,success,94.199,-37.5,0.883,1,1
78,retired,divorced,basic.6y,no,no,no,cellular,oct,fri,2,-1,2,failure,92.431,-26.9,0.72,0,0
41,self-employed,married,professional.course,no,no,no,cellular,aug,mon,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
39,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
28,admin.,single,high.school,no,no,yes,cellular,mar,fri,2,-1,0,nonexistent,92.843,-50.0,1.531,0,0
29,housemaid,single,high.school,no,no,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.859,0,0
39,housemaid,married,basic.4y,no,no,no,cellular,aug,wed,2,-1,0,nonexistent,93.444,-36.1,4.964,0,0
32,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,1,-1,0,nonexistent,93.444,-36.1,4.964,0,0
31,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
33,admin.,married,university.degree,no,yes,no,telephone,jun,wed,5,-1,0,nonexistent,94.465,-41.8,4.962,0,0
30,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,thu,1,-1,0,nonexistent,93.2,-42.0,4.076,0,0
30,services,married,high.school,no,no,no,cellular,nov,wed,1,-1,0,nonexistent,93.2,-42.0,4.12,0,0
42,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,2,-1,1,failure,93.075,-47.1,1.405,0,0
49,services,divorced,high.school,unknown,yes,no,cellular,jul,tue,9,-1,0,nonexistent,93.918,-42.7,4.961,0,0
73,retired,married,university.degree,no,no,no,cellular,nov,fri,1,-1,0,nonexistent,92.649,-30.1,0.718,0,1
44,admin.,single,university.degree,no,yes,no,telephone,may,mon,7,-1,0,nonexistent,93.994,-36.4,4.857,0,0
33,technician,single,university.degree,no,no,no,telephone,nov,mon,5,-1,1,failure,93.2,-42.0,4.191,0,0
39,admin.,married,basic.6y,unknown,no,no,cellular,jul,wed,2,-1,0,nonexistent,93.918,-42.7,4.963,0,0
31,blue-collar,divorced,high.school,no,no,yes,telephone,jun,mon,3,-1,0,nonexistent,94.465,-41.8,4.96,0,0
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.327,0,0
56,admin.,divorced,high.school,no,no,no,cellular,nov,tue,1,-1,0,nonexistent,92.649,-30.1,0.72,0,0
40,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,7,-1,0,nonexistent,93.994,-36.4,4.856,0,0
39,management,divorced,university.degree,unknown,no,no,telephone,jun,thu,2,-1,0,nonexistent,94.465,-41.8,4.866,0,0
32,self-employed,divorced,professional.course,no,yes,no,telephone,jun,mon,1,-1,0,nonexistent,94.465,-41.8,4.947,0,0
54,blue-collar,married,professional.course,unknown,yes,yes,cellular,aug,tue,6,-1,0,nonexistent,93.444,-36.1,4.966,0,0
28,services,married,high.school,no,yes,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
26,blue-collar,single,high.school,no,yes,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
28,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,-1,1,failure,92.201,-31.4,0.881,0,0
31,admin.,married,university.degree,no,yes,no,cellular,aug,fri,3,-1,0,nonexistent,93.444,-36.1,4.966,0,0
32,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,1,-1,0,nonexistent,92.893,-46.2,1.299,0,0
53,admin.,married,university.degree,no,yes,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1,-1,0,nonexistent,93.075,-47.1,1.41,0,0
35,admin.,single,high.school,no,yes,yes,cellular,may,tue,4,-1,1,failure,92.893,-46.2,1.291,0,0
28,admin.,single,university.degree,no,yes,no,telephone,jul,mon,10,-1,0,nonexistent,93.918,-42.7,4.962,0,0
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
40,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
41,admin.,single,university.degree,no,yes,no,telephone,may,fri,2,-1,0,nonexistent,93.994,-36.4,4.855,0,0
37,technician,single,university.degree,no,yes,no,telephone,may,thu,3,-1,0,nonexistent,93.994,-36.4,4.855,0,0
34,services,single,high.school,no,yes,no,cellular,nov,wed,2,-1,1,failure,93.2,-42.0,4.12,0,0
38,admin.,married,university.degree,no,no,no,telephone,may,tue,3,-1,0,nonexistent,93.994,-36.4,4.857,0,0
42,technician,married,professional.course,no,yes,yes,cellular,may,thu,2,-1,0,nonexistent,92.893,-46.2,1.266,0,0
32,technician,married,basic.9y,no,yes,no,cellular,may,tue,2,-1,0,nonexistent,92.893,-46.2,1.344,0,1
36,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.859,0,0
26,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
35,admin.,married,high.school,unknown,yes,no,telephone,may,fri,3,-1,0,nonexistent,93.994,-36.4,4.857,0,0
32,admin.,single,university.degree,unknown,no,yes,telephone,jun,fri,11,-1,0,nonexistent,94.465,-41.8,4.959,0,0
43,services,married,high.school,no,no,no,telephone,may,thu,3,-1,0,nonexistent,93.994,-36.4,4.855,0,0
32,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,1,-1,0,nonexistent,93.994,-36.4,4.859,0,0
33,services,single,university.degree,no,no,no,cellular,oct,mon,2,-1,0,nonexistent,94.601,-49.5,0.977,0,0
24,technician,single,high.school,no,yes,no,telephone,jun,wed,2,-1,0,nonexistent,94.465,-41.8,4.864,0,0
32,admin.,married,university.degree,no,no,no,cellular,sep,thu,1,-1,1,failure,92.379,-29.8,0.809,0,1
59,retired,divorced,basic.9y,unknown,no,yes,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
61,retired,married,basic.9y,no,no,no,cellular,apr,thu,2,-1,0,nonexistent,93.749,-34.6,0.659,0,0
43,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.858,0,0
51,blue-collar,married,unknown,no,no,no,telephone,may,fri,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
28,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
37,entrepreneur,single,professional.course,no,no,no,cellular,jul,fri,5,-1,0,nonexistent,93.918,-42.7,4.957,0,0
41,unemployed,married,basic.9y,no,no,no,cellular,nov,thu,2,3,2,success,94.767,-50.8,1.041,1,1
41,entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
50,admin.,married,high.school,no,no,no,telephone,jun,tue,1,-1,0,nonexistent,94.465,-41.8,4.864,0,0
43,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,1,-1,0,nonexistent,92.893,-46.2,1.344,0,0
44,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
29,technician,married,high.school,unknown,no,no,cellular,jul,thu,1,-1,0,nonexistent,93.918,-42.7,4.958,0,0
53,technician,married,professional.course,no,no,no,cellular,aug,fri,1,-1,0,nonexistent,93.444,-36.1,4.964,0,0
23,technician,single,professional.course,no,yes,no,telephone,jul,thu,2,-1,0,nonexistent,93.918,-42.7,4.966,0,0
31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.967,0,0
63,retired,married,basic.4y,no,no,no,telephone,aug,thu,3,-1,0,nonexistent,92.201,-31.4,0.883,0,0
41,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,5,-1,0,nonexistent,92.893,-46.2,1.244,0,0
42,admin.,married,basic.6y,no,no,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
53,management,single,professional.course,unknown,no,no,cellular,jul,tue,5,-1,0,nonexistent,93.918,-42.7,4.961,0,0
35,admin.,divorced,high.school,no,yes,yes,telephone,apr,thu,1,-1,0,nonexistent,93.749,-34.6,0.635,0,1
51,technician,married,basic.9y,unknown,no,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
38,retired,divorced,basic.9y,unknown,yes,no,cellular,apr,thu,3,-1,1,failure,93.075,-47.1,1.365,0,0
60,housemaid,married,illiterate,unknown,yes,no,cellular,jul,tue,7,-1,0,nonexistent,93.918,-42.7,4.961,0,0
39,admin.,married,high.school,no,yes,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.96,0,0
54,retired,married,high.school,unknown,yes,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
38,blue-collar,single,basic.6y,no,no,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.86,0,0
46,admin.,married,unknown,unknown,yes,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.86,0,0
29,blue-collar,married,high.school,no,no,no,cellular,nov,wed,2,-1,0,nonexistent,93.2,-42.0,4.12,0,0
40,technician,married,high.school,no,yes,no,cellular,nov,wed,1,-1,0,nonexistent,93.2,-42.0,4.12,0,0
36,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.86,0,0
46,management,married,basic.9y,no,yes,yes,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
34,unemployed,married,basic.9y,unknown,yes,no,cellular,apr,fri,3,-1,0,nonexistent,93.075,-47.1,1.405,0,0
32,technician,single,professional.course,no,no,no,cellular,may,tue,2,-1,0,nonexistent,92.893,-46.2,1.344,0,0
24,student,single,unknown,no,no,no,cellular,oct,fri,4,-1,0,nonexistent,92.431,-26.9,0.73,0,0
49,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,27,-1,0,nonexistent,93.994,-36.4,4.857,0,0
33,blue-collar,single,basic.4y,no,no,no,telephone,may,thu,2,-1,0,nonexistent,93.994,-36.4,4.86,0,0
26,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,3,-1,0,nonexistent,93.918,-42.7,4.968,0,0
30,admin.,single,high.school,no,no,no,telephone,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.96,0,0
33,admin.,married,university.degree,no,no,no,cellular,aug,fri,5,-1,0,nonexistent,93.444,-36.1,4.963,0,0
35,blue-collar,married,basic.9y,no,yes,no,cellular,apr,tue,1,-1,0,nonexistent,93.075,-47.1,1.423,0,0
49,unknown,married,basic.6y,no,no,no,telephone,jun,wed,9,-1,0,nonexistent,94.465,-41.8,4.962,0,0
34,technician,married,professional.course,no,yes,no,cellular,may,wed,3,-1,0,nonexistent,92.893,-46.2,1.334,0,0
47,services,divorced,high.school,no,yes,no,cellular,jul,mon,19,-1,0,nonexistent,93.918,-42.7,4.962,0,0
44,technician,married,professional.course,unknown,yes,no,telephone,jun,fri,2,-1,0,nonexistent,94.465,-41.8,4.967,0,0
58,management,married,basic.4y,no,no,no,cellular,nov,fri,3,-1,0,nonexistent,93.2,-42.0,4.021,0,0
33,services,divorced,high.school,no,yes,no,telephone,may,thu,1,-1,0,nonexistent,93.994,-36.4,4.86,0,0
31,blue-collar,single,basic.9y,no,yes,no,cellular,nov,tue,1,4,1,success,93.2,-42.0,4.153,1,0
33,admin.,married,university.degree,no,yes,no,cellular,nov,tue,2,3,1,success,92.649,-30.1,0.715,1,1
31,blue-collar,single,professional.course,no,yes,no,cellular,may,thu,5,-1,1,failure,92.893,-46.2,1.266,0,0
30,management,divorced,high.school,no,yes,no,telephone,may,mon,5,-1,0,nonexistent,93.994,-36.4,4.858,0,0
50,unknown,married,unknown,unknown,yes,no,cellular,jul,tue,1,-1,0,nonexistent,93.918,-42.7,4.961,0,0
32,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
53,admin.,married,high.school,unknown,no,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.964,0,0
32,admin.,married,high.school,no,yes,no,cellular,aug,thu,1,-1,0,nonexistent,93.444,-36.1,4.968,0,0
55,unknown,married,university.degree,unknown,unknown,unknown,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
29,services,single,high.school,no,no,no,telephone,apr,tue,1,-1,0,nonexistent,93.749,-34.6,0.646,0,1
43,admin.,married,high.school,no,no,yes,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.962,0,1
39,unemployed,married,professional.course,no,yes,no,cellular,nov,mon,1,-1,1,failure,93.2,-42.0,4.191,0,0
34,admin.,unknown,university.degree,no,no,no,cellular,may,wed,2,-1,1,failure,92.893,-46.2,1.334,0,0
56,self-employed,married,university.degree,no,yes,no,cellular,apr,mon,1,-1,1,failure,93.075,-47.1,1.405,0,0
47,retired,single,basic.6y,unknown,yes,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
58,retired,married,basic.4y,no,no,no,telephone,jun,fri,2,-1,0,nonexistent,94.465,-41.8,4.959,0,0
38,management,single,university.degree,no,yes,yes,cellular,nov,thu,1,-1,0,nonexistent,93.2,-42.0,4.076,0,0
17,student,single,basic.9y,no,yes,no,cellular,aug,fri,2,-1,2,failure,92.201,-31.4,0.869,0,0
23,services,single,high.school,no,no,no,telephone,may,wed,1,-1,0,nonexistent,93.994,-36.4,4.859,0,0
36,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,2,-1,0,nonexistent,93.444,-36.1,4.964,0,0
35,services,married,high.school,no,yes,no,telephone,may,mon,6,-1,0,nonexistent,93.994,-36.4,4.857,0,0
44,services,divorced,high.school,no,no,no,telephone,may,mon,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
23,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,4,-1,1,failure,94.215,-40.3,0.846,0,1
50,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.967,0,0
45,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,fri,1,-1,0,nonexistent,93.918,-42.7,4.957,0,1
39,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.859,0,0
56,retired,married,basic.6y,no,yes,no,telephone,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.963,0,0
29,admin.,married,university.degree,no,yes,no,cellular,may,wed,2,-1,1,failure,92.893,-46.2,1.281,0,0
34,admin.,single,university.degree,no,no,no,cellular,apr,tue,1,-1,1,failure,93.075,-47.1,1.423,0,1
43,management,married,unknown,unknown,no,yes,cellular,apr,thu,1,-1,0,nonexistent,93.075,-47.1,1.41,0,0
48,unemployed,married,high.school,unknown,yes,yes,telephone,may,mon,6,-1,0,nonexistent,93.994,-36.4,4.857,0,0
53,admin.,married,university.degree,no,no,no,cellular,aug,wed,1,-1,0,nonexistent,93.444,-36.1,4.964,0,0
42,services,married,high.school,no,no,no,cellular,may,wed,4,-1,0,nonexistent,92.893,-46.2,1.281,0,0
44,unknown,married,unknown,unknown,unknown,unknown,cellular,aug,tue,1,-1,0,nonexistent,93.444,-36.1,4.963,0,0
35,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,thu,2,-1,0,nonexistent,92.893,-46.2,1.327,0,0
53,retired,divorced,high.school,no,no,yes,telephone,may,thu,5,-1,0,nonexistent,93.994,-36.4,4.86,0,0
51,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,1,-1,0,nonexistent,94.465,-41.8,4.967,0,0
30,self-employed,single,university.degree,no,no,no,cellular,sep,tue,1,-1,0,nonexistent,92.379,-29.8,0.788,0,1
38,admin.,married,university.degree,no,yes,no,cellular,nov,mon,3,-1,0,nonexistent,92.649,-30.1,0.719,0,0
28,technician,married,basic.9y,no,yes,no,cellular,apr,thu,1,-1,0,nonexistent,93.075,-47.1,1.41,0,0
41,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,1,-1,0,nonexistent,93.075,-47.1,1.453,0,0
31,admin.,single,high.school,no,no,no,cellular,jul,wed,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
49,services,married,high.school,no,yes,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.856,0,0
32,technician,single,university.degree,no,no,no,cellular,may,fri,1,-1,0,nonexistent,92.893,-46.2,1.25,0,0
40,admin.,married,high.school,no,no,no,telephone,jun,tue,3,-1,0,nonexistent,94.465,-41.8,4.864,0,0
31,technician,single,basic.9y,no,yes,no,telephone,may,thu,5,-1,0,nonexistent,92.893,-46.2,1.266,0,0
49,blue-collar,married,high.school,no,yes,no,cellular,may,tue,2,-1,0,nonexistent,92.893,-46.2,1.291,0,0
26,management,single,university.degree,no,yes,no,cellular,may,thu,1,-1,0,nonexistent,92.893,-46.2,1.266,0,1
29,services,single,professional.course,no,yes,no,cellular,nov,thu,3,-1,0,nonexistent,93.2,-42.0,4.076,0,0
36,blue-collar,married,unknown,no,no,no,cellular,apr,thu,1,-1,0,nonexistent,93.075,-47.1,1.41,0,1
58,retired,married,professional.course,no,yes,no,cellular,aug,wed,3,-1,0,nonexistent,93.444,-36.1,4.967,0,0
55,admin.,married,basic.9y,no,no,no,cellular,nov,thu,3,-1,0,nonexistent,93.2,-42.0,4.076,0,0
35,admin.,single,university.degree,no,yes,no,cellular,jul,mon,2,-1,0,nonexistent,93.918,-42.7,4.96,0,0
36,technician,divorced,professional.course,no,no,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.962,0,0
33,technician,single,professional.course,no,no,no,cellular,sep,wed,1,-1,0,nonexistent,94.199,-37.5,0.886,0,0
33,admin.,married,basic.9y,no,no,no,telephone,may,tue,1,-1,0,nonexistent,93.994,-36.4,4.857,0,0
40,technician,single,university.degree,no,no,no,telephone,may,wed,1,-1,0,nonexistent,92.893,-46.2,1.27,0,0
53,management,divorced,university.degree,no,yes,no,cellular,apr,thu,2,-1,0,nonexistent,93.749,-34.6,0.64,0,1
23,student,single,high.school,no,no,no,telephone,jun,tue,4,-1,0,nonexistent,92.963,-40.8,1.262,0,0
46,admin.,married,high.school,no,no,no,telephone,jun,fri,2,-1,0,nonexistent,94.465,-41.8,4.959,0,0
48,services,divorced,high.school,no,no,no,cellular,jul,mon,3,-1,0,nonexistent,93.918,-42.7,4.96,0,0
38,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,6,-1,0,nonexistent,93.994,-36.4,4.86,0,0
36,blue-collar,married,high.school,no,yes,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.962,0,0
44,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,2,-1,0,nonexistent,93.994,-36.4,4.857,0,0
33,management,married,university.degree,no,no,no,cellular,aug,mon,3,-1,0,nonexistent,93.444,-36.1,4.965,0,0
37,management,married,university.degree,no,no,no,cellular,apr,mon,1,-1,0,nonexistent,93.075,-47.1,1.405,0,0
22,student,single,high.school,no,no,no,cellular,may,fri,1,-1,0,nonexistent,92.893,-46.2,1.313,0,0
30,admin.,single,university.degree,no,no,no,cellular,jun,wed,1,-1,0,nonexistent,92.963,-40.8,1.26,0,0
49,retired,married,high.school,no,yes,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.957,0,0
43,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,1,-1,1,failure,92.893,-46.2,1.281,0,0
42,management,single,university.degree,no,no,no,cellular,oct,mon,1,6,1,success,92.431,-26.9,0.743,1,0
35,management,married,university.degree,unknown,no,yes,cellular,aug,thu,2,-1,0,nonexistent,93.444,-36.1,4.963,0,0
56,management,married,professional.course,no,no,no,cellular,dec,wed,1,-1,0,nonexistent,92.713,-33.0,0.715,0,0
42,management,married,university.degree,unknown,yes,no,cellular,aug,thu,5,-1,0,nonexistent,93.444,-36.1,4.968,0,0
25,admin.,single,university.degree,no,no,yes,cellular,nov,mon,1,7,2,success,92.649,-30.1,0.714,1,1
32,services,married,high.school,no,yes,no,cellular,may,fri,1,-1,0,nonexistent,92.893,-46.2,1.313,0,0
31,student,single,unknown,no,yes,no,telephone,sep,mon,1,-1,0,nonexistent,94.199,-37.5,0.879,0,0
35,technician,married,university.degree,no,no,no,cellular,aug,tue,4,-1,0,nonexistent,93.444,-36.1,4.965,0,0
55,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,apr,thu,1,-1,1,failure,93.075,-47.1,1.483,0,0
45,services,married,high.school,no,yes,no,cellular,aug,fri,3,-1,1,failure,92.201,-31.4,0.825,0,0
41,blue-collar,single,basic.6y,no,yes,no,cellular,jul,wed,1,-1,0,nonexistent,93.918,-42.7,4.957,0,0
57,retired,divorced,basic.9y,no,yes,no,cellular,jul,fri,2,-1,0,nonexistent,92.469,-33.6,1.059,0,1
32,services,married,high.school,no,yes,no,cellular,jul,fri,3,-1,0,nonexistent,93.918,-42.7,4.957,0,0
46,admin.,single,university.degree,no,yes,no,cellular,jul,thu,1,-1,0,nonexistent,92.469,-33.6,1.072,0,1
36,technician,married,high.school,no,yes,no,cellular,aug,mon,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
33,services,married,high.school,no,yes,yes,cellular,may,thu,2,-1,0,nonexistent,92.893,-46.2,1.327,0,0
55,housemaid,married,professional.course,no,no,no,telephone,jun,mon,2,-1,0,nonexistent,94.465,-41.8,4.96,0,0
25,admin.,single,professional.course,no,yes,no,cellular,jun,mon,2,-1,0,nonexistent,92.963,-40.8,1.26,0,0
36,technician,single,professional.course,no,no,no,cellular,jul,thu,4,-1,0,nonexistent,93.918,-42.7,4.968,0,0
42,management,married,university.degree,unknown,yes,no,cellular,aug,tue,1,-1,0,nonexistent,93.444,-36.1,4.965,0,0
31,admin.,married,university.degree,no,no,no,telephone,may,wed,2,-1,0,nonexistent,93.994,-36.4,4.856,0,0
35,admin.,single,university.degree,no,yes,no,cellular,jul,mon,8,-1,0,nonexistent,93.918,-42.7,4.962,0,0
52,technician,married,high.school,no,yes,no,cellular,aug,wed,14,-1,0,nonexistent,93.444,-36.1,4.964,0,0
31,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,mon,6,-1,0,nonexistent,93.994,-36.4,4.858,0,0
30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,11,-1,0,nonexistent,93.444,-36.1,4.962,0,1
44,blue-collar,single,university.degree,unknown,yes,yes,cellular,jul,tue,2,-1,0,nonexistent,93.918,-42.7,4.962,0,0
38,technician,single,professional.course,no,no,no,cellular,apr,mon,6,-1,0,nonexistent,93.075,-47.1,1.405,0,0
22,student,single,high.school,no,unknown,unknown,telephone,jun,tue,2,-1,0,nonexistent,94.465,-41.8,4.961,0,0
55,housemaid,divorced,unknown,unknown,yes,no,telephone,may,tue,3,-1,0,nonexistent,93.994,-36.4,4.857,0,0
34,technician,married,professional.course,no,yes,no,cellular,nov,tue,4,-1,0,nonexistent,92.649,-30.1,0.715,0,1
